! S-parameter export from FEKO
!   Filename:      SKALAoriginal_1antenna_SParameter1.s2p
!   Creation date: 2023-06-15 13:15:11
! 
! %Port labels%2
! %Port1
! %Port2
! 
# Hz S MA R  5.00000E+01
! 
!     FREQ          |S11|        <S11       |S21|        <S21       |S12|        <S12       |S22|        <S22
 2.6300000E+08  2.1153107E-01   77.536  5.3172112E-03  -85.352  5.5506891E-03  -76.504  1.4875880E-01   82.828
 2.6400000E+08  2.2426006E-01   76.994  5.3942325E-03  -91.561  5.6059314E-03  -82.719  1.6155349E-01   82.466
 2.6500000E+08  2.3701652E-01   76.194  5.4620615E-03  -97.684  5.6613023E-03  -88.920  1.7452312E-01   81.714
 2.6600000E+08  2.4968615E-01   75.159  5.5237285E-03 -103.736  5.7084238E-03  -95.066  1.8751869E-01   80.630
 2.6700000E+08  2.6213821E-01   73.912  5.5823584E-03 -109.843  5.7511730E-03 -101.304  2.0038231E-01   79.269
 2.6800000E+08  2.7419965E-01   72.491  5.6141884E-03 -115.621  5.7728966E-03 -107.174  2.1302359E-01   77.672
 2.6900000E+08  2.8578708E-01   70.913  5.6505835E-03 -121.444  5.7887490E-03 -113.142  2.2525190E-01   75.885
 2.7000000E+08  2.9677211E-01   69.209  5.6679794E-03 -127.217  5.7928071E-03 -118.981  2.3700661E-01   73.938
 2.7100000E+08  3.0701306E-01   67.398  5.6716578E-03 -132.727  5.7825005E-03 -124.638  2.4812440E-01   71.859
 2.7200000E+08  3.1647544E-01   65.496  5.6810965E-03 -138.209  5.7775242E-03 -130.226  2.5854080E-01   69.674
 2.7300000E+08  3.2503065E-01   63.526  5.6745628E-03 -143.565  5.7616769E-03 -135.678  2.6813824E-01   67.410
 2.7400000E+08  3.3262091E-01   61.504  5.6619041E-03 -148.738  5.7307499E-03 -140.995  2.7687687E-01   65.079
 2.7500000E+08  3.3921914E-01   59.441  5.6315120E-03 -153.787  5.6935387E-03 -146.154  2.8468480E-01   62.702
 2.7600000E+08  3.4473131E-01   57.352  5.5943209E-03 -158.684  5.6484840E-03 -151.135  2.9146380E-01   60.292
 2.7700000E+08  3.4914790E-01   55.252  5.5589865E-03 -163.385  5.6045310E-03 -155.967  2.9721921E-01   57.863
 2.7800000E+08  3.5243563E-01   53.150  5.5237625E-03 -168.058  5.5650901E-03 -160.712  3.0187901E-01   55.430
 2.7900000E+08  3.5458493E-01   51.059  5.4937915E-03 -172.422  5.5262751E-03 -165.255  3.0543749E-01   53.000
 2.8000000E+08  3.5554668E-01   48.994  5.4516946E-03 -176.738  5.4791254E-03 -169.657  3.0783349E-01   50.589
 2.8100000E+08  3.5533172E-01   46.963  5.4246269E-03  179.216  5.4449358E-03 -173.841  3.0910080E-01   48.211
 2.8200000E+08  3.5394532E-01   44.991  5.4127554E-03  175.173  5.4171572E-03 -177.878  3.0916596E-01   45.881
 2.8300000E+08  3.5141411E-01   43.120  5.4339721E-03  170.738  5.3955376E-03  178.122  3.0809547E-01   43.651
 2.8400000E+08  3.4887863E-01   41.364  5.1090889E-03  165.918  5.3702956E-03  173.973  3.0681208E-01   41.532
 2.8500000E+08  3.4452521E-01   39.407  5.3080482E-03  165.259  5.3592412E-03  170.427  3.0409329E-01   39.205
 2.8600000E+08  3.3857186E-01   37.706  5.3576859E-03  160.983  5.3618605E-03  166.748  2.9960847E-01   37.085
 2.8700000E+08  3.3184597E-01   36.165  5.3812566E-03  157.233  5.3842084E-03  163.129  2.9421131E-01   35.119
 2.8800000E+08  3.2433586E-01   34.778  5.4155855E-03  153.628  5.4176275E-03  159.422  2.8792267E-01   33.297
 2.8900000E+08  3.1609824E-01   33.570  5.4652135E-03  150.156  5.4669831E-03  155.822  2.8080640E-01   31.638
 2.9000000E+08  3.0725445E-01   32.567  5.5263440E-03  146.509  5.5291559E-03  152.029  2.7291765E-01   30.165
 2.9100000E+08  2.9794872E-01   31.800  5.6066943E-03  142.900  5.6029506E-03  148.226  2.6437909E-01   28.916
 2.9200000E+08  2.8838669E-01   31.305  5.6945729E-03  139.182  5.6892788E-03  144.320  2.5534373E-01   27.921
 2.9300000E+08  2.7874555E-01   31.110  5.7954515E-03  135.266  5.7894017E-03  140.212  2.4595112E-01   27.222
 2.9400000E+08  2.6933464E-01   31.249  5.9112369E-03  131.257  5.8941562E-03  136.038  2.3645333E-01   26.868
 2.9500000E+08  2.6036052E-01   31.741  6.0264746E-03  127.074  6.0022005E-03  131.756  2.2705104E-01   26.893
 2.9600000E+08  2.5214400E-01   32.594  6.1510995E-03  122.667  6.1172547E-03  127.133  2.1800397E-01   27.333
 2.9700000E+08  2.4496145E-01   33.804  6.2758514E-03  118.243  6.2395464E-03  122.523  2.0961891E-01   28.214
 2.9800000E+08  2.3911643E-01   35.342  6.3943848E-03  113.514  6.3474537E-03  117.608  2.0217732E-01   29.546
 2.9900000E+08  2.3479137E-01   37.141  6.5188911E-03  108.732  6.4634070E-03  112.693  1.9599049E-01   31.300
 3.0000000E+08  2.3220783E-01   39.124  6.6428893E-03  103.697  6.5708883E-03  107.585  1.9130921E-01   33.420
 3.0100000E+08  2.3144372E-01   41.188  6.7440829E-03   98.725  6.6568160E-03  102.387  1.8836855E-01   35.803
 3.0200000E+08  2.3249561E-01   43.220  6.8358591E-03   93.498  6.7430010E-03   97.048  1.8728346E-01   38.326
 3.0300000E+08  2.3526975E-01   45.117  6.9187373E-03   88.197  6.8145304E-03   91.588  1.8808739E-01   40.836
 3.0400000E+08  2.3957340E-01   46.789  6.9884793E-03   82.881  6.8672234E-03   86.121  1.9068486E-01   43.183
 3.0500000E+08  2.4518262E-01   48.171  7.0497702E-03   77.506  6.9221995E-03   80.620  1.9487494E-01   45.253
 3.0600000E+08  2.5180957E-01   49.230  7.0909062E-03   72.015  6.9451651E-03   75.044  2.0044101E-01   46.955
 3.0700000E+08  2.5915916E-01   49.954  7.1260402E-03   66.583  6.9723025E-03   69.520  2.0704833E-01   48.245
 3.0800000E+08  2.6693814E-01   50.346  7.1338814E-03   61.127  6.9702763E-03   63.944  2.1441232E-01   49.109
 3.0900000E+08  2.7488973E-01   50.427  7.1378013E-03   55.751  6.9658709E-03   58.434  2.2221493E-01   49.567
 3.1000000E+08  2.8273791E-01   50.221  7.1371417E-03   50.350  6.9461577E-03   52.972  2.3020119E-01   49.639
 3.1100000E+08  2.9028097E-01   49.769  7.1140021E-03   45.018  6.9186417E-03   47.589  2.3809137E-01   49.373
 3.1200000E+08  2.9732524E-01   49.098  7.0900676E-03   39.793  6.8887707E-03   42.272  2.4566364E-01   48.805
 3.1300000E+08  3.0367959E-01   48.247  7.0550274E-03   34.555  6.8479486E-03   36.961  2.5272650E-01   47.984
 3.1400000E+08  3.0919547E-01   47.248  7.0115233E-03   29.535  6.7982055E-03   31.866  2.5907008E-01   46.953
 3.1500000E+08  3.1374569E-01   46.141  6.9616599E-03   24.490  6.7506214E-03   26.835  2.6454822E-01   45.760
 3.1600000E+08  3.1720409E-01   44.993  6.9146775E-03   19.613  6.7084828E-03   21.930  2.6897890E-01   44.482
 3.1700000E+08  3.2010278E-01   43.978  6.8660778E-03   15.015  6.6835187E-03   16.951  2.7267604E-01   43.349
 3.1800000E+08  3.2441134E-01   42.570  6.8287122E-03   10.399  6.6020482E-03   12.335  2.7834305E-01   41.828
 3.1900000E+08  3.2486934E-01   40.972  6.8052605E-03    5.954  6.5698835E-03    7.785  2.8025351E-01   39.923
 3.2000000E+08  3.2411271E-01   39.550  6.7881905E-03    1.496  6.5448821E-03    3.289  2.8078433E-01   38.202
 3.2100000E+08  3.2244087E-01   38.187  6.7797191E-03   -2.743  6.5276259E-03   -0.968  2.8035589E-01   36.523
 3.2200000E+08  3.1978726E-01   36.875  6.7773417E-03   -6.991  6.5166303E-03   -5.209  2.7893894E-01   34.873
 3.2300000E+08  3.1617125E-01   35.628  6.7862091E-03  -11.059  6.5230217E-03   -9.330  2.7650809E-01   33.256
 3.2400000E+08  3.1163333E-01   34.468  6.8078717E-03  -15.016  6.5400675E-03  -13.333  2.7309636E-01   31.702
 3.2500000E+08  3.0621134E-01   33.417  6.8508146E-03  -18.996  6.5747064E-03  -17.364  2.6870617E-01   30.226
 3.2600000E+08  2.9997893E-01   32.503  6.9070900E-03  -22.969  6.6271199E-03  -21.300  2.6339645E-01   28.855
 3.2700000E+08  2.9308298E-01   31.754  6.9802929E-03  -26.801  6.6958638E-03  -25.172  2.5725679E-01   27.618
 3.2800000E+08  2.8562574E-01   31.200  7.0767549E-03  -30.682  6.7880581E-03  -29.038  2.5034457E-01   26.547
 3.2900000E+08  2.7777590E-01   30.871  7.1858770E-03  -34.619  6.8943952E-03  -32.977  2.4280157E-01   25.680
 3.3000000E+08  2.6971508E-01   30.800  7.3166316E-03  -38.570  7.0186137E-03  -36.934  2.3475277E-01   25.053
 3.3100000E+08  2.6166419E-01   31.015  7.4639828E-03  -42.593  7.1586352E-03  -41.014  2.2636715E-01   24.709
 3.3200000E+08  2.5385744E-01   31.539  7.6249847E-03  -46.692  7.3150793E-03  -45.104  2.1783956E-01   24.693
 3.3300000E+08  2.4655361E-01   32.389  7.7958151E-03  -50.874  7.4792402E-03  -49.282  2.0939372E-01   25.046
 3.3400000E+08  2.4001009E-01   33.560  7.9746621E-03  -55.222  7.6531971E-03  -53.643  2.0126257E-01   25.801
 3.3500000E+08  2.3448907E-01   35.037  8.1607403E-03  -59.547  7.8278549E-03  -58.041  1.9373867E-01   26.989
 3.3600000E+08  2.3023304E-01   36.778  8.3541507E-03  -64.026  8.0185514E-03  -62.495  1.8711664E-01   28.610
 3.3700000E+08  2.2740247E-01   38.713  8.5450473E-03  -68.567  8.1963043E-03  -67.073  1.8163823E-01   30.634
 3.3800000E+08  2.2615611E-01   40.761  8.7269602E-03  -73.214  8.3754219E-03  -71.730  1.7758382E-01   33.005
 3.3900000E+08  2.2651995E-01   42.824  8.9075126E-03  -77.855  8.5455446E-03  -76.426  1.7511863E-01   35.615
 3.4000000E+08  2.2845436E-01   44.802  9.0781558E-03  -82.620  8.7072925E-03  -81.169  1.7437896E-01   38.333
 3.4100000E+08  2.3182506E-01   46.613  9.2351650E-03  -87.375  8.8580563E-03  -85.967  1.7533765E-01   41.008
 3.4200000E+08  2.3645157E-01   48.182  9.3768306E-03  -92.149  8.9951915E-03  -90.751  1.7790474E-01   43.501
 3.4300000E+08  2.4209275E-01   49.466  9.5005826E-03  -96.970  9.1159890E-03  -95.591  1.8188561E-01   45.694
 3.4400000E+08  2.4849008E-01   50.446  9.6080370E-03 -101.748  9.2084551E-03 -100.391  1.8706620E-01   47.518
 3.4500000E+08  2.5536800E-01   51.116  9.7055408E-03 -106.445  9.2988234E-03 -105.139  1.9309674E-01   48.925
 3.4600000E+08  2.6250654E-01   51.491  9.7792187E-03 -111.133  9.3675636E-03 -109.830  1.9976041E-01   49.919
 3.4700000E+08  2.6963568E-01   51.596  9.8264103E-03 -115.753  9.4120113E-03 -114.475  2.0671210E-01   50.515
 3.4800000E+08  2.7656340E-01   51.457  9.8675088E-03 -120.296  9.4534712E-03 -119.047  2.1374873E-01   50.748
 3.4900000E+08  2.8311860E-01   51.107  9.8885600E-03 -124.759  9.4714885E-03 -123.510  2.2064906E-01   50.661
 3.5000000E+08  2.8915555E-01   50.576  9.9057905E-03 -129.098  9.4773697E-03 -127.881  2.2720330E-01   50.297
