central_frequency,tiling,beam_fwhm,beam_name,ra,dec
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1938-7522,294.5454545454545,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2010-7522,302.72727272727275,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2043-7522,310.9090909090909,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2116-7522,319.09090909090907,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2149-7522,327.2727272727273,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2221-7522,335.45454545454544,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2254-7522,343.6363636363636,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2327-7522,351.8181818181818,-75.37185675070418
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0014-7332,3.6734693877551017,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0044-7332,11.020408163265305,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0113-7332,18.36734693877551,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0142-7332,25.714285714285715,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0212-7332,33.06122448979591,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0241-7332,40.40816326530612,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0311-7332,47.75510204081632,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0340-7332,55.10204081632653,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0409-7332,62.44897959183673,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0439-7332,69.79591836734694,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0508-7332,77.14285714285714,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0537-7332,84.48979591836734,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0607-7332,91.83673469387755,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0636-7332,99.18367346938776,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0706-7332,106.53061224489795,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0735-7332,113.87755102040816,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0804-7332,121.22448979591837,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0834-7332,128.57142857142858,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0903-7332,135.9183673469388,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0933-7332,143.26530612244898,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1002-7332,150.6122448979592,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1031-7332,157.9591836734694,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1101-7332,165.30612244897958,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1130-7332,172.6530612244898,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1200-7332,180.0,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1229-7332,187.34693877551024,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1258-7332,194.69387755102042,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1328-7332,202.04081632653063,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1357-7332,209.3877551020408,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1426-7332,216.73469387755102,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1456-7332,224.08163265306123,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1525-7332,231.42857142857142,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1555-7332,238.7755102040816,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1624-7332,246.12244897959184,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1653-7332,253.46938775510205,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1723-7332,260.81632653061223,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1752-7332,268.16326530612247,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1822-7332,275.51020408163265,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1851-7332,282.85714285714283,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1920-7332,290.204081632653,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_1950-7332,297.55102040816325,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2019-7332,304.89795918367344,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2048-7332,312.2448979591837,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2118-7332,319.59183673469386,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2147-7332,326.938775510204,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2217-7332,334.2857142857143,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2246-7332,341.63265306122446,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2315-7332,348.9795918367347,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_2345-7332,356.3265306122449,-73.5433388445422
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0000-7142,0.0,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0026-7142,6.666666666666667,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0053-7142,13.333333333333334,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0120-7142,20.0,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0146-7142,26.666666666666668,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0213-7142,33.33333333333333,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0240-7142,40.0,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0306-7142,46.666666666666664,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0333-7142,53.333333333333336,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0400-7142,59.99999999999999,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0426-7142,66.66666666666666,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0453-7142,73.33333333333333,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0520-7142,80.0,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0546-7142,86.66666666666669,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0613-7142,93.33333333333333,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0640-7142,99.99999999999999,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0706-7142,106.66666666666667,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0733-7142,113.33333333333334,-71.71482093838024
155.47,hex_relax,2.985957237092758,hex_relax_beam_155_0800-7142,119.99999999999999,-71.71482093838024
